,word,0,10,20,30,40,50,60,70,80,90,100
0,migrated,-2.22044604925e-16,0.00904192926317,0.0137046470759,0.0104585810379,0.0193430995712,0.0173134589946,0.0100470025292,0.00358622716347,0.0122129251961,0.00318444862322,0.0159852973216
1,being,0.0,0.00850193944188,0.0126748375517,0.00956298277285,0.00733907455044,0.0109963128494,0.0171716927969,0.0106547508481,0.00988195010378,0.0180194584832,0.028000157785
2,when,1.11022302463e-16,0.00995536989944,0.0152023150868,0.0151336683099,0.0192298540961,0.0225145709192,0.0125592939536,0.026021318725,0.0132731318028,0.0141013073395,0.0228472189619
3,over,-2.22044604925e-16,0.00397668499804,0.0105922008912,0.0127386424447,0.0120119850345,0.0124650980713,0.0105184742905,0.0100755010467,0.0180971745371,0.0122466513647,0.0169704812347
4,yellow,-2.22044604925e-16,0.0109907501686,0.0233735139172,0.0267568111053,0.0126207686808,0.022010598342,0.00326707787448,0.0152655666884,0.0109556905549,0.00977450825292,0.0203939836179
5,through,0.0,0.0117517063918,0.0125361377792,0.01942408536,0.0138699682643,0.00696800439502,0.0173489765607,0.0136368313834,0.00875036274569,0.00670825901446,0.0088646949097
6,migrates,1.11022302463e-16,0.0164864637935,0.00819159571946,0.0102574647112,0.014416002945,0.00698268184778,0.0108465288011,0.0129780348824,0.0256506261722,0.0113815575104,0.0181075371177
7,corner,0.0,0.00322510334193,0.00368099258627,0.00359194972558,0.00440815269236,0.00245281163121,0.00294017991293,0.00388652304151,0.00367888388664,0.00473251230743,0.00558135757424
8,its,0.0,0.0153077170343,0.0121241188399,0.0227060892585,0.018052222919,0.00665859773594,0.0161049447006,0.0126917626112,0.00901706715685,0.0218207988591,0.0124885935998
9,whose,-2.22044604925e-16,0.0160998746674,0.0218433984216,0.0266578638235,0.0153548155609,0.0255881458359,0.0154259840179,0.0210173935892,0.0271090751879,0.00847751779343,0.0318577406034
10,migrating,0.0,0.0105455639732,0.00838653611236,0.00798482833879,0.0122005730655,0.0150771666326,0.0147620555567,0.0124111047868,0.0213591356322,0.0167269918868,0.00867534264883
11,had,0.0,0.0079657888292,0.013537310707,0.0133154855969,0.00925587257078,0.00548001620302,0.0115286528285,0.0127739164421,0.0110667303493,0.0156628715727,0.0214940542823
12,knew,1.11022302463e-16,0.0190191878229,0.0186492339952,0.00985353885992,0.0132617925303,0.0131446718006,0.0104257669652,0.0188567770507,0.0105087984171,0.0117401964549,0.0193683437164
13,should,-2.22044604925e-16,0.0228452582775,0.0340560897302,0.025418965978,0.030544399753,0.0273157812014,0.0189357445126,0.0130449641923,0.0298721661108,0.0292253139038,0.0409351777769
14,chalice,0.0,0.00329340440177,0.00150789736625,0.00118413739021,0.00252357956615,0.00083514566366,0.00237177300305,0.00219140975534,0.00218497430585,0.00199942960486,0.00385447430944
15,to,1.11022302463e-16,0.00945715570816,0.0298379426944,0.0122351432768,0.0178168844199,0.0198540520889,0.0180413365563,0.0161946521017,0.0198378121219,0.0236928683316,0.0352984244344
16,must,0.0,0.0203230930647,0.0111669884505,0.0187949170577,0.0193320964509,0.0163426590725,0.0207678960594,0.0172899790632,0.0169448833603,0.0128868668571,0.0338565761398
17,unable,1.11022302463e-16,0.0298615587796,0.0143749360428,0.0178260176094,0.0130582390687,0.0111526559196,0.0137420270854,0.0160593230064,0.0125492640801,0.00566572239416,0.0164374991416
18,riding,0.0,0.0372568417135,0.0240972683921,0.0357813434626,0.0137802124394,0.0127418522883,0.0253855381003,0.0485009004906,0.0369777041527,0.0297548704708,0.0571051422215
19,has,0.0,0.0014755471688,0.00109716990588,0.00186522256671,0.00137147868923,0.00145580327361,0.00224488283499,0.000765046462221,0.00197339081862,0.00100945694205,0.00225201162547
20,might,-2.22044604925e-16,0.0164944476874,0.0128419739088,0.00775743890451,0.024042541477,0.0134353754277,0.0124779457368,0.0139912647237,0.0234816295173,0.0115124906727,0.0176133707408
21,ought,-2.22044604925e-16,0.0343577644416,0.025656766833,0.0208558600731,0.0458378877926,0.0350371168308,0.0421962836784,0.0313746126881,0.014049511763,0.0345458026897,0.0351558405551
22,do,1.11022302463e-16,0.0435653872543,0.0179495183225,0.015996559478,0.0267449077563,0.05573019218,0.0134899055847,0.022653900136,0.0307879749301,0.0392863755789,0.0214239092387
23,them,-2.22044604925e-16,0.00973584773576,0.0127248048608,0.0150439284414,0.0187567654032,0.0189711674733,0.00720605157729,0.011440627582,0.0181647266785,0.00724031413579,0.0284352809353
24,his,1.11022302463e-16,0.017422609119,0.0131508746818,0.0206634091372,0.0173546624285,0.012601528792,0.0224498591693,0.0193264802906,0.0241154323592,0.00916571554714,0.0297981419015
25,goes,1.11022302463e-16,0.0199670943623,0.0172842710982,0.023054428892,0.0249677598235,0.0203717553063,0.02645663524,0.0258268297798,0.0171807571694,0.00612257864797,0.0279726046474
26,lucky,-2.22044604925e-16,0.0163543238093,0.0101947097887,0.01576635462,0.011833801024,0.018451143285,0.0209399186899,0.00922935233566,0.0133374854862,0.0165860742625,0.0204179962226
27,indigenous,1.11022302463e-16,0.0223568979124,0.0124100418577,0.0139128945642,0.00929234179355,0.0126067360733,0.0158340565866,0.0105555413798,0.0150531589239,0.012209131685,0.0115450763251
28,suggesting,0.0,0.0133977352543,0.0193176964627,0.0126803824125,0.00741714023771,0.00854546507086,0.0196510781536,0.0147007427607,0.0229203055437,0.0145935475996,0.0101397217294
29,guinevere,-2.22044604925e-16,0.00695392123199,0.00651038039569,0.00738404199115,0.00374200151413,0.00417045698734,0.00558977836646,0.0075824890915,0.0140977173251,0.00842389124828,0.0183309518489
30,every,0.0,0.00424658696488,0.00166201828627,0.00279105655548,0.00163728146859,0.00402070214725,0.0035112981898,0.00131451700504,0.0015385006695,0.00301983055619,0.00837710449202
31,know,0.0,0.00661622519352,0.00969051666484,0.00387784298552,0.00485987203084,0.00732868733519,0.012217310509,0.0184126052865,0.0111649529549,0.00541062411371,0.00860635876365
32,they,2.22044604925e-16,0.0180758645764,0.0123098962414,0.0212504224764,0.0198411364309,0.00536954945002,0.0102458778568,0.0115921153826,0.0167119023375,0.0216042731051,0.0256110422181
33,not,-2.22044604925e-16,0.00995760011143,0.00621663707489,0.0178037795114,0.0107175013826,0.0164917733274,0.0139125252271,0.017709661736,0.0160327574189,0.0154434002084,0.0267311061104
34,drinking,1.11022302463e-16,0.0196526701628,0.0142683334599,0.0197937112841,0.0112905486054,0.0115821961409,0.0217536608715,0.0168809357608,0.019260152885,0.0203846320321,0.018986667459
35,bloody,-2.22044604925e-16,0.0120469284997,0.00667823166976,0.022875940853,0.010463039214,0.0169806051133,0.0210755749188,0.0226607940591,0.0100668878765,0.0256023933058,0.0397605031913
36,him,0.0,0.0199848995256,0.022475834856,0.0135060643905,0.0223610979178,0.0198601710152,0.00946989770184,0.0244839690996,0.0295751748088,0.0122942019479,0.0168524995567
37,nor,0.0,0.0370000252013,0.0125758992894,0.014965975639,0.00767574390645,0.011251826506,0.0112080996954,0.0170732950701,0.0143602435514,0.0158361181717,0.0138763017193
38,areas,1.11022302463e-16,0.0351785470499,0.0127932913826,0.029393560295,0.00953018255932,0.0200277898358,0.0238566310325,0.0221077752339,0.015106189805,0.009437887825,0.0237135501703
39,sensational,1.11022302463e-16,0.0280148092456,0.0166371007425,0.0142270962216,0.00812377236695,0.0129098761496,0.0181041786847,0.0184416262183,0.0200042790358,0.0213897708337,0.0163499768944
40,trustier,0.0,0.0104686649449,0.0125092359734,0.0137717328506,0.0112161077259,0.0160802639173,0.00921277095665,0.0117236171861,0.0125255578873,0.0166365416412,0.00578912429282
41,dingo,2.22044604925e-16,0.00747948378792,0.013402791428,0.0125641103458,0.00910638862261,0.0077531455922,0.00831108285223,0.0114272026782,0.0138624811258,0.0104495178512,0.0232995538316
42,covering,0.0,0.0111964007637,0.0118190421813,0.0136609304313,0.0215123002266,0.0300208296566,0.0348593312808,0.0224098320731,0.0366095922994,0.0318532839175,0.0319897874849
43,servant,0.0,0.00134568712149,0.00171278950008,0.000773837902489,0.00071505419308,0.0048213989071,0.00364589226446,0.00254216160357,0.00495288396586,0.00140740473748,0.00212828185397
44,arthur,-2.22044604925e-16,0.00620554983525,0.0114239060997,0.0114379244333,0.00708488582901,0.00741824292035,0.00843836829061,0.00642911161538,0.00961152661852,0.0147795583071,0.0164767703751
45,zoot,0.0,0.00768376043111,0.0119361433714,0.0150591634936,0.00336963245023,0.00577249860064,0.00871668990866,0.0115413672372,0.0169124241826,0.00899225846249,0.0173969307264
46,swallow,0.0,0.00341779989658,0.00394081477735,0.00343825738623,0.00213124868862,0.00294509008898,0.00416519385783,0.00386583582349,0.00191434081817,0.00269467340536,0.00379365255539
47,each,-2.22044604925e-16,0.00135268208604,0.00259430934722,0.00378862654175,0.00149670132364,0.00171027855301,0.00179360018452,0.00248933509862,0.000951158480168,0.00199727767968,0.00321486233736
48,where,0.0,0.0183635980887,0.0102958689474,0.0121348002901,0.0106945092142,0.0191275609319,0.0112707629716,0.0133191693398,0.012873993097,0.0141433230955,0.0204974288803
49,round,0.0,0.0251888546519,0.032422728765,0.0117390767787,0.0150743351969,0.0274933331106,0.0323909463781,0.00818084376815,0.0367153749948,0.0384132579123,0.0275951842835
50,because,0.0,0.0125514907831,0.0231101946439,0.0132495309429,0.0132507953908,0.0174791364032,0.01129981577,0.0165919615394,0.0165574522789,0.0240461402369,0.0232429046772
51,england,0.0,0.0297342261288,0.0290663043058,0.0120580793359,0.0444015345382,0.0210984282749,0.0222523927417,0.0217391131307,0.0327591469443,0.0189081391326,0.0143659547505
52,snakes,-2.22044604925e-16,0.0161265900342,0.0153770618961,0.0285122184511,0.0201872350997,0.015116750906,0.0235897985372,0.0291749355079,0.0244560095625,0.0307592102471,0.0161153486348
53,weight,0.0,0.00343606333145,0.00486640244626,0.00538979205271,0.00315411341426,0.00506297304907,0.0021240073934,0.00446147644201,0.0034089915122,0.00211084292515,0.00315048438346
54,camelot,-2.22044604925e-16,0.0225393919509,0.0197370149106,0.0325285203865,0.0269056081754,0.0284125648098,0.0347552113643,0.0217613453466,0.0276522630621,0.0189130223866,0.0312588378833
55,bedevere,0.0,0.00558269927509,0.00412248903857,0.00550391926681,0.00225313429273,0.00560716527155,0.00293013111895,0.00480728927813,0.00241918183921,0.0110123616216,0.00262004228934
56,hard,-2.22044604925e-16,0.0111592959584,0.0056601812943,0.0161245038547,0.00688558376421,0.010473383463,0.00538634087115,0.0108771080396,0.00776655560482,0.0211779039091,0.01235931628
57,pendragon,1.11022302463e-16,0.0342078476212,0.00924178753351,0.0345958639675,0.0400843688436,0.0160716882228,0.0277733548809,0.0102720691855,0.0137599671267,0.0364682643475,0.0108561250077
58,husk,0.0,0.00143463520961,0.00237505156728,0.00315189870298,0.00121031914202,0.00122109615992,0.00219289273887,0.00220127726738,0.00249065323827,0.00246718441699,0.00239629294323
59,are,-2.22044604925e-16,0.0107526038996,0.0155642306706,0.00518098597975,0.0134610990851,0.0178164419162,0.0110374988495,0.0262710784619,0.0202974753163,0.00729648930742,0.0198303341242
60,home,0.0,0.0022002276889,0.00121426547745,0.00287774447763,0.00119002690969,0.00284899299401,0.00215575752114,0.00278748616417,0.00195644723543,0.00178810418044,0.00285232853227
61,drinks,0.0,0.00143588078912,0.00118569629573,0.00203806772597,0.000709207489441,0.00125584817951,0.00191092031176,0.00172175025148,0.00143265649692,0.000821005074467,0.00294040169911
62,what,-2.22044604925e-16,0.00506825087643,0.0065637090252,0.00858954596135,0.0117122685017,0.0148037639371,0.0208580812101,0.00761659650627,0.0128651610239,0.0100557769108,0.0188851305253
63,trusty,2.22044604925e-16,0.00906319378759,0.030420860568,0.0288190632224,0.00940179563457,0.0142063639048,0.0120346500739,0.0142591753655,0.0215714783694,0.0199256727838,0.0119780979498
64,for,-2.22044604925e-16,0.00404240869624,0.00520875018012,0.00340183398292,0.0059122984841,0.00351736573155,0.00865800829418,0.00328553216964,0.00230435025978,0.00201007340498,0.00448509567225
65,sun,0.0,0.000865014999048,0.00341448757948,0.00224599689567,0.0010749502804,0.00208972218754,0.00144168229288,0.00452560896129,0.00268435285029,0.00397888126485,0.00588465761964
66,weariest,1.11022302463e-16,0.0328840144672,0.0220240564541,0.0250779230221,0.0175300181283,0.0106477211344,0.0124644329681,0.0302630410352,0.0145931897104,0.0112798204226,0.0241981320476
67,currently,0.0,0.015318625096,0.0150333167458,0.00958827931426,0.0105426611512,0.00922224592825,0.0142076600975,0.0110659893368,0.0136409005594,0.0118421353132,0.0232367771743
68,near,0.0,0.00554502152201,0.00518503516296,0.00787589134471,0.00625698219791,0.00712392162711,0.0082230984727,0.00382102050582,0.00826296370449,0.00812645377722,0.00655046741173
69,plodding,0.0,0.0141132020293,0.037750964434,0.0171109740317,0.013333575145,0.0155084145982,0.0107784000065,0.0220179757706,0.0174247592136,0.0106445221005,0.0364121221656
70,strangers,0.0,0.0220975925482,0.0243743202561,0.0158077457377,0.0213617119407,0.00976747839513,0.0159331182105,0.0100626826703,0.0104691660715,0.0077529164501,0.0305044296288
71,halves,0.0,0.0125872514929,0.016727524476,0.0159092914286,0.0236628055619,0.0295148421978,0.0116450375279,0.0107821659174,0.0242111818452,0.015360628761,0.0285395201084
72,does,-2.22044604925e-16,0.024150293228,0.0439046824924,0.0155446056591,0.0291977952503,0.0193245886743,0.032785312647,0.0203888396018,0.0472584614,0.0358066476905,0.012563404683
73,above,1.11022302463e-16,0.00763001652572,0.00474553722715,0.00379385634201,0.00418827807778,0.00403409390488,0.00256969566144,0.00242166722416,0.00588109604563,0.00560745394818,0.00466463627287
74,simplest,1.11022302463e-16,0.0173131948466,0.0228739473978,0.0139078622189,0.0192142535569,0.0205122396009,0.0253820178459,0.0183540429539,0.0101851707149,0.014015731426,0.0256105356371
75,britons,1.11022302463e-16,0.00822599744038,0.0107064563623,0.0130156215475,0.0137335682715,0.00683763654942,0.0136799026048,0.0130442630754,0.015450295566,0.0126022008424,0.0255722266819
76,neither,-2.22044604925e-16,0.0133415999977,0.010864131682,0.0174897274632,0.0142605568895,0.0107464947958,0.0120487794312,0.00665053813885,0.0121713256136,0.0211490564735,0.0206134700956
77,across,-2.22044604925e-16,0.00327311430758,0.0025461333866,0.00131403311534,0.00316579220826,0.00240167159029,0.00227815454331,0.00343455314314,0.00436355638457,0.00238802884566,0.00187505515532
78,she,-2.22044604925e-16,0.0163627583628,0.0281386315388,0.00445189730533,0.0149374662778,0.0159829752298,0.0151526632489,0.014898738584,0.0125216851813,0.0103244443262,0.00615052880704
79,knowing,-2.22044604925e-16,0.0133756145432,0.0204865436228,0.0109422624264,0.0206063469401,0.0133753146198,0.0069431623464,0.0202559652793,0.0127617701292,0.0181740737979,0.0156398820689
80,be,-2.22044604925e-16,0.0301601778863,0.0137696884437,0.0198448215026,0.0175571973073,0.0245543073426,0.0168025101908,0.0143499380649,0.0133796482645,0.0104173677126,0.0195785601741
81,comparable,0.0,0.0113858609841,0.0120945266471,0.0104151289028,0.0107369080449,0.00485470179817,0.0146725484951,0.00607187855699,0.00939586295411,0.01520392082,0.0178029392749
82,drink,-2.22044604925e-16,0.0157555003488,0.0121075140543,0.0109773588659,0.00910371789724,0.0116719157095,0.0122154239743,0.00437204828606,0.0121440031415,0.0096977814184,0.0239277762219
83,story,0.0,0.00510421179098,0.00965506181392,0.00631509300739,0.00695553513877,0.00433005748688,0.00600860530183,0.00560759890322,0.00447695589589,0.00496311731057,0.00829609175784
84,weary,0.0,0.0140451316637,0.016866111871,0.0182742812395,0.018532923279,0.0230210038701,0.0110876377645,0.0163158418171,0.0232327261308,0.0108317562837,0.0166582330765
85,sixty,0.0,0.00917339739855,0.0267552968183,0.0124372179298,0.0109852070648,0.0223009556036,0.0239994560427,0.0252359230922,0.0223594726158,0.0224363961383,0.0311514306314
86,by,-2.22044604925e-16,0.0023894391903,0.00653923455756,0.00349058410038,0.00436577026713,0.00475738298326,0.00429297100012,0.00387485453443,0.00878190878137,0.00275175700365,0.00794565237301
87,simpler,0.0,0.0156344647291,0.0205682473646,0.0174933733087,0.0174067502577,0.0247616521326,0.015381607647,0.0204883005694,0.0221096027871,0.0146838573014,0.0263839489578
88,suggested,0.0,0.00662928078661,0.016501376888,0.0207921302132,0.0091508178006,0.0153139639993,0.00959258380718,0.011123590518,0.00949434147439,0.0181645383519,0.0175228204405
89,on,0.0,0.008315232761,0.0192647236244,0.00777652053033,0.00746390607078,0.0091195897471,0.00729335236399,0.00645438906382,0.00624609543474,0.00618281615608,0.0158383211754
90,gay,1.11022302463e-16,0.084050435367,0.0623657333508,0.0764283111843,0.0753963307331,0.0164250379745,0.0647455876472,0.0785563635529,0.0480647551461,0.0772989994948,0.0195446534578
91,carried,0.0,0.0146981636383,0.0109980033565,0.013083026736,0.0117446252528,0.00244740798994,0.0136536572344,0.00845711211688,0.01067208984,0.0123060281647,0.0144417759744
92,of,-2.22044604925e-16,0.0106163972254,0.00990052456881,0.0103485708296,0.00928742853871,0.00970987584546,0.00802690268857,0.00978686978196,0.00616216225231,0.0114268478068,0.00531328805011
93,could,2.22044604925e-16,0.00439415045502,0.0167345090318,0.0181808863717,0.00904725026333,0.0143085710904,0.017395222832,0.0130812439452,0.0114770563908,0.016281444181,0.0227969648871
94,lancelot,0.0,0.00547110997451,0.00321053097119,0.00599162178605,0.00195832846337,0.00533794078876,0.00223126149568,0.00405183652483,0.00188232123475,0.00752560511763,0.00149262249581
95,suggests,0.0,0.0136150523679,0.0215717804332,0.0206819211903,0.0216615214966,0.0181044332085,0.0206294621095,0.0159576452447,0.0112421245668,0.0415682613537,0.0337705288206
96,carries,1.11022302463e-16,0.00146108688913,0.0023450312853,0.00308365837223,0.00195225125958,0.00168943429862,0.0025209747979,0.00177379301821,0.00220872783067,0.00240314639477,0.00366655584162
97,inches,1.11022302463e-16,0.0256689992781,0.00513113951271,0.0133596508316,0.0157547633958,0.0190840833092,0.0144829428166,0.028877633269,0.00951124417852,0.0117177292207,0.0105591654952
98,grail,0.0,0.00508119226877,0.0458758362249,0.0214334862341,0.011984273199,0.0563447879639,0.011552596454,0.0388014022157,0.0445537607588,0.0259892146094,0.0161913421828
99,castle,-2.22044604925e-16,0.00223132900502,0.00239594449784,0.00276763624886,0.00135038838774,0.00209330610297,0.00191458086204,0.00223024342088,0.0014817796601,0.00313632255234,0.00297845743231
100,or,-2.22044604925e-16,0.0330818580278,0.0221738785286,0.0288260748795,0.0176538186413,0.0274299559821,0.0225740011986,0.0111498940175,0.0260014961986,0.037948618286,0.0345862271206
101,south,0.0,0.0312615023448,0.0149039032507,0.0164309019961,0.0215765255387,0.0265962562542,0.0263952433409,0.0131445206459,0.00989359499731,0.0407958201858,0.0416152568725
102,already,1.11022302463e-16,0.0285144950243,0.0124454236563,0.0129918603078,0.018981517899,0.0163335634667,0.0187158556948,0.0228829999571,0.0217606949455,0.0145577764688,0.0189239934669
103,drunk,2.22044604925e-16,0.0129882905099,0.0340282565679,0.0135817124268,0.0136536534023,0.0203203766553,0.017305884688,0.0305119671504,0.0200364149619,0.0264226262119,0.0244218054718
104,spoken,1.11022302463e-16,0.0108370906539,0.0179035575614,0.00721812534879,0.0168613414344,0.0245670414924,0.0249499924536,0.00781366039406,0.0130505109508,0.00887851165649,0.0107170525793
105,into,-2.22044604925e-16,0.00238060890687,0.00351654314958,0.00216795400219,0.00519286483009,0.00619556760865,0.00318540921866,0.00353543124997,0.00251496802093,0.0042817141163,0.00616509750387
106,while,0.0,0.0236290014041,0.0162030920756,0.0159975862155,0.0174447735355,0.0156337733246,0.0155171602414,0.00762607230624,0.0143784711624,0.0267752207023,0.0312893033331
107,ants,1.11022302463e-16,0.0342454790752,0.0263875422449,0.0227565029057,0.0382250032694,0.0138185894825,0.00706049004936,0.0273077198541,0.0280274161225,0.0277557588387,0.023745113085
108,one,0.0,0.012579540931,0.012663881118,0.0089998908927,0.0158326821583,0.021745899341,0.0135515991121,0.00762197692044,0.00704102241528,0.0192463376735,0.0152027472977
109,tiny,0.0,0.0144072796007,0.0112940738883,0.0139617253389,0.0144165045694,0.0100916831769,0.019576790863,0.0159779742227,0.0154240167922,0.0155034578668,0.0117252342392
110,another,0.0,0.00236117443587,0.00289620747584,0.00329695456262,0.00385553587403,0.00288419057313,0.0016599387535,0.00259858798547,0.003144298346,0.00212555384582,0.00527514556747
111,carry,1.11022302463e-16,0.00791692477212,0.0135616753207,0.0114589081777,0.0066915102609,0.00833500779403,0.0105107347035,0.0173395427092,0.00825115744467,0.0132979470565,0.0129678625324
112,table,-2.22044604925e-16,0.0183321495006,0.0230251425666,0.0201389714169,0.00641862326503,0.0195485565347,0.0160438635514,0.0230102622015,0.0269329934771,0.0274423976509,0.0381674113757
113,precisely,0.0,0.0149764898246,0.00824776330027,0.0279692259167,0.0166678696651,0.00978246375192,0.01633770497,0.0128002456303,0.017239484921,0.0251409884851,0.0115252062768
114,speak,1.11022302463e-16,0.00439356665816,0.0197413932835,0.0105580966711,0.00336947448701,0.00872711155483,0.0120739272257,0.00977588325124,0.0109347654281,0.00954270486835,0.0105315970123
115,tropical,0.0,0.022558040846,0.0216957404756,0.0200179489489,0.0227180341491,0.0244021229318,0.0301959534041,0.0250671889917,0.0149078320984,0.0426584616936,0.0230413267731
116,horse,0.0,0.00359387396805,0.00250095185631,0.00511015349389,0.00296068776751,0.00257087904565,0.00329212489737,0.00372291632506,0.00252180357026,0.00449793073998,0.00718083747717
117,from,4.4408920985e-16,0.00353671106837,0.00852368530867,0.00515686924222,0.00316695357956,0.00339401883825,0.00287063469288,0.00436777074991,0.00356495364212,0.00213868765624,0.00547320412936
118,spoke,-2.22044604925e-16,0.0196586133958,0.0154121107254,0.00852198822635,0.0261426381421,0.021501632421,0.0131031949085,0.0203312613062,0.0145156096426,0.0153559266741,0.049151309572
119,her,1.11022302463e-16,0.00949759100391,0.00821461921259,0.0148098492125,0.00897630936478,0.0204200178008,0.0106442881304,0.0177486161045,0.0160514276798,0.0173799220285,0.0171646286849
