,word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,migrated,0.000239474527336,0.000308176594451,0.000374309411138,0.00043791519931,0.000499036180877,0.000557714577751,0.000613992611844,0.000667912505067,0.000719516479332,0.00076884675655,0.000815945558633,0.000860855107492,0.000903617625039,0.000944275333185,0.000982870453842,0.00101944520892,0.00105404182033,0.00108670250999,0.00111746949981,0.00114638501169,0.00117349126755,0.00119883048931,0.00122244489887,0.00124437671814,0.00126466816904,0.00128336147347,0.00130049885336,0.0013161225306,0.00133027472712,0.00134299766482,0.00135433356561,0.00136432465141,0.00137301314413,0.00138044126568,0.00138665123797,0.00139168528292,0.00139558562242,0.0013983944784,0.00140015407277,0.00140090662744,0.00140069436432,0.00139955950532,0.00139754427235,0.00139469088733,0.00139104157216,0.00138663854876,0.00138152403904,0.00137574026492,0.00136932944829,0.00136233381107,0.00135479557519,0.00134675696254,0.00133826019503,0.00132934749459,0.00132006108312,0.00131044318253,0.00130053601473,0.00129038180164,0.00128002276517,0.00126950112723,0.00125885910973,0.00124813893457,0.00123738282369,0.00122663299897,0.00121593168235,0.00120532109572,0.001194843461,0.0011845410001,0.00117445593494,0.00116463048741,0.00115510687945,0.00114592733295,0.00113713406983,0.001128769312,0.00112087528137,0.00111349419985,0.00110666828936,0.0011004397718,0.00109485086909,0.00108994380314,0.00108576079587,0.00108234406917,0.00107973584497,0.00107797834517,0.00107711379169,0.00107718440643,0.00107823241132,0.00108030002826,0.00108342947916,0.00108766298593,0.00109304277049,0.00109961105475,0.00110741006061,0.00111648201,0.00112686912482,0.00113861362698,0.00115175773839,0.00116634368098,0.00118241367664,0.00120000994728,0.00121917471483
1,currently,0.000292798747551,0.000363573003354,0.000432119062311,0.000498467594537,0.000562649270146,0.000624694759254,0.000684634731976,0.000742499858427,0.00079832080872,0.000852128252972,0.000903952861297,0.00095382530381,0.00100177625063,0.00104783637186,0.00109203633763,0.00113440681804,0.00117497848322,0.00121378200327,0.00125084804832,0.00128620728847,0.00131989039385,0.00135192803456,0.00138235088073,0.00141118960246,0.00143847486987,0.00146423735308,0.00148850772221,0.00151131664735,0.00153269479864,0.00155267284619,0.00157128146011,0.00158855131051,0.00160451306752,0.00161919740124,0.00163263498179,0.00164485647928,0.00165589256384,0.00166577390557,0.0016745311746,0.00168219504103,0.00168879617498,0.00169436524656,0.00169893292589,0.00170252988309,0.00170518678827,0.00170693431154,0.00170780312303,0.00170782389283,0.00170702729108,0.00170544398788,0.00170310465335,0.00170003995761,0.00169628057076,0.00169185716293,0.00168680040422,0.00168114096476,0.00167490951466,0.00166813672403,0.00166085326299,0.00165308980166,0.00164487701014,0.00163624555855,0.00162722611702,0.00161784935564,0.00160814594455,0.00159814655384,0.00158788185365,0.00157738251407,0.00156667920524,0.00155580259725,0.00154478336024,0.0015336521643,0.00152243967957,0.00151117657614,0.00149989352414,0.00148862119369,0.00147739025489,0.00146623137786,0.00145517523271,0.00144425248957,0.00143349381855,0.00142292988976,0.00141259137331,0.00140250893932,0.00139271325791,0.00138323499919,0.00137410483328,0.00136535343028,0.00135701146033,0.00134910959352,0.00134167849997,0.00133474884981,0.00132835131314,0.00132251656009,0.00131727526075,0.00131265808526,0.00130869570372,0.00130541878625,0.00130285800297,0.00130104402399,0.00130000751942
2,being,0.000110862301584,0.000147393524845,0.000183559212567,0.000219349552072,0.000254754730682,0.000289764935719,0.000324370354505,0.000358561174362,0.000392327582613,0.000425659766579,0.000458547913582,0.000490982210944,0.000522952845987,0.000554450006033,0.000585463878405,0.000615984650424,0.000646002509412,0.000675507642691,0.000704490237584,0.000732940481411,0.000760848561497,0.000788204665161,0.000814998979727,0.000841221692516,0.00086686299085,0.000891913062052,0.000916362093443,0.000940200272346,0.000963417786082,0.000986004821973,0.00100795156734,0.00102924820951,0.0010498849358,0.00106985193353,0.00108913939003,0.00110773749262,0.00112563642861,0.00114282638534,0.00115929755012,0.00117504011028,0.00119004425313,0.001204300166,0.00121779803622,0.0012305280511,0.00124248039796,0.00125364526413,0.00126401283693,0.00127357330369,0.00128231685171,0.00129023366834,0.00129731394088,0.00130354785665,0.001308925603,0.00131343736722,0.00131707333665,0.00131982369861,0.00132167864042,0.0013226283494,0.00132266301287,0.00132177281816,0.00131994795259,0.00131717860348,0.00131345495815,0.00130876720392,0.00130310552812,0.00129646011806,0.00128882116108,0.00128017884449,0.00127052335561,0.00125984488177,0.00124813361029,0.00123537972848,0.00122157342368,0.0012067048832,0.00119076429437,0.00117374184451,0.00115562772093,0.00113641211097,0.00111608520194,0.00109463718117,0.00107205823598,0.00104833855368,0.00102346832161,0.000997437727083,0.000970236957422,0.000941856199948,0.000912285641985,0.000881515470854,0.000849535873877,0.000816337038377,0.000781909151674,0.000746242401092,0.000709326973952,0.000671153057576,0.000631710839287,0.000590990506406,0.000548982246255,0.000505676246156,0.000461062693432,0.000415131775404,0.000367873679394
3,over,0.000306448534547,0.000365116453906,0.0004216153535,0.000475980075045,0.000528245460255,0.000578446350843,0.000626617588524,0.000672794015013,0.000717010472024,0.00075930180127,0.000799702844466,0.000838248443327,0.000874973439566,0.000909912674898,0.000943100991037,0.000974573229698,0.00100436423259,0.00103250884144,0.00105904189795,0.00108399824384,0.00110741272082,0.0011293201706,0.00114975543491,0.00116875335546,0.00118634877395,0.00120257653211,0.00121747147164,0.00123106843427,0.0012434022617,0.00125450779565,0.00126441987784,0.00127317334998,0.00128080305378,0.00128734383096,0.00129283052323,0.00129729797231,0.00130078101991,0.00130331450774,0.00130493327752,0.00130567217096,0.00130556602979,0.0013046496957,0.00130295801042,0.00130052581566,0.00129738795313,0.00129357926455,0.00128913459164,0.0012840887761,0.00127847665965,0.00127233308401,0.00126569289089,0.001258590922,0.00125106201906,0.00124314102379,0.00123486277789,0.00122626212308,0.00121737390107,0.00120823295359,0.00119887412234,0.00118933224904,0.0011796421754,0.00116983874313,0.00115995679396,0.00115003116959,0.00114009671174,0.00113018826213,0.00112034066246,0.00111058875445,0.00110096737982,0.00109151138028,0.00108225559755,0.00107323487333,0.00106448404935,0.00105603796731,0.00104793146894,0.00104019939594,0.00103287659003,0.00102599789293,0.00101959814635,0.00101371219199,0.00100837487159,0.00100362102684,0.000999485499476,0.000996003131198,0.000993208763723,0.000991137238767,0.000989823398044,0.000989302083267,0.000989608136151,0.000990776398411,0.00099284171176,0.000995838917913,0.000999802858583,0.00100476837549,0.00101077031034,0.00101784350485,0.00102602280073,0.00103534303971,0.00104583906348,0.00105754571378,0.00107049783231
4,yellow,0.000753449340676,0.000855658332823,0.000953823799332,0.00104801392255,0.00113829688483,0.00122474086852,0.00130741405598,0.00138638462954,0.00146172077156,0.00153349066438,0.00160176249037,0.00166660443186,0.00172808467121,0.00178627139076,0.00184123277287,0.00189303699988,0.00194175225415,0.00198744671802,0.00203018857384,0.00207004600396,0.00210708719074,0.00214138031652,0.00217299356365,0.00220199511447,0.00222845315135,0.00225243585663,0.00227401141265,0.00229324800177,0.00231021380634,0.00232497700871,0.00233760579122,0.00234816833622,0.00235673282607,0.00236336744312,0.0023681403697,0.00237111978818,0.00237237388091,0.00237197083022,0.00236997881848,0.00236646602802,0.00236150064121,0.00235515084038,0.0023474848079,0.0023385707261,0.00232847677734,0.00231727114396,0.00230502200833,0.00229179755278,0.00227766595966,0.00226269541133,0.00224695409013,0.00223051017842,0.00221343185854,0.00219578731284,0.00217764472367,0.00215907227339,0.00214013814433,0.00212091051886,0.00210145757931,0.00208184750804,0.00206214848741,0.00204242869975,0.00202275632741,0.00200319955275,0.00198382655812,0.00196470552587,0.00194590463834,0.00192749207788,0.00190953602685,0.00189210466758,0.00187526618245,0.00185908875378,0.00184364056394,0.00182898979526,0.00181520463011,0.00180235325082,0.00179050383976,0.00177972457926,0.00177008365168,0.00176164923937,0.00175448952467,0.00174867268994,0.00174426691753,0.00174134038978,0.00173996128904,0.00174019779767,0.00174211809801,0.00174579037241,0.00175128280323,0.0017586635728,0.00176800086349,0.00177936285764,0.0017928177376,0.00180843368571,0.00182627888434,0.00184642151582,0.00186892976251,0.00189387180676,0.00192131583091,0.00195133001732,0.00198398254833
5,through,0.000368746543748,0.000510219909209,0.000645214977581,0.000773850325999,0.000896244531601,0.00101251617152,0.0011227838229,0.00122716606286,0.00132578146856,0.00141874861711,0.00150618608567,0.00158821245136,0.00166494629132,0.00173650618268,0.00180301070259,0.00186457842818,0.00192132793658,0.00197337780493,0.00202084661037,0.00206385293003,0.00210251534105,0.00213695242056,0.0021672827457,0.00219362489361,0.00221609744142,0.00223481896627,0.00224990804529,0.00226148325563,0.0022696631744,0.00227456637876,0.00227631144584,0.00227501695277,0.00227080147669,0.00226378359473,0.00225408188404,0.00224181492175,0.00222710128498,0.00221005955089,0.0021908082966,0.00216946609925,0.00214615153598,0.00212098318393,0.00209407962022,0.00206555942199,0.00203554116639,0.00200414343054,0.00197148479159,0.00193768382667,0.00190285911291,0.00186712922745,0.00183061274742,0.00179342824997,0.00175569431223,0.00171752951133,0.00167905242442,0.00164038162862,0.00160163570107,0.00156293321891,0.00152439275927,0.00148613289929,0.00144827221611,0.00141092928686,0.00137422268868,0.0013382709987,0.00130319279407,0.0012691066519,0.00123613114935,0.00120438486355,0.00117398637163,0.00114505425073,0.00111770707799,0.00109206343054,0.00106824188551,0.00104636102005,0.00102653941128,0.00100889563636,0.000993548272399,0.000980615896549,0.000970217085942,0.000962470417714,0.000957494469001,0.000955407816939,0.000956329038663,0.00096037671131,0.000967669412016,0.000978325717917,0.000992464206147,0.00101020345384,0.00103166203814,0.00105695853618,0.0010862115251,0.00111953958202,0.00115706128409,0.00119889520844,0.00124515993221,0.00129597403253,0.00135145608654,0.00141172467138,0.00147689836419,0.00154709574208,0.00162243538222
6,migrates,0.000487521179411,0.000496433232353,0.000505242415649,0.000513948003879,0.000522549271619,0.00053104549345,0.000539435943948,0.000547719897692,0.000555896629261,0.000563965413232,0.000571925524184,0.000579776236695,0.000587516825344,0.000595146564708,0.000602664729365,0.000610070593895,0.000617363432875,0.000624542520884,0.000631607132499,0.000638556542299,0.000645390024863,0.000652106854768,0.000658706306593,0.000665187654916,0.000671550174315,0.000677793139368,0.000683915824655,0.000689917504752,0.000695797454238,0.000701554947692,0.000707189259692,0.000712699664816,0.000718085437641,0.000723345852747,0.000728480184712,0.000733487708114,0.000738367697531,0.000743119427541,0.000747742172723,0.000752235207655,0.000756597806915,0.000760829245082,0.000764928796733,0.000768895736446,0.000772729338802,0.000776428878376,0.000779993629748,0.000783422867496,0.000786715866198,0.000789871900432,0.000792890244777,0.00079577017381,0.000798510962111,0.000801111884257,0.000803572214827,0.000805891228398,0.00080806819955,0.000810102402859,0.000811993112906,0.000813739604267,0.000815341151521,0.000816797029246,0.000818106512021,0.000819268874424,0.000820283391032,0.000821149336425,0.00082186598518,0.000822432611877,0.000822848491092,0.000823112897404,0.000823225105392,0.000823184389633,0.000822990024706,0.00082264128519,0.000822137445662,0.000821477780701,0.000820661564884,0.000819688072791,0.000818556578999,0.000817266358087,0.000815816684633,0.000814206833215,0.000812436078411,0.0008105036948,0.00080840895696,0.000806151139469,0.000803729516906,0.000801143363848,0.000798391954873,0.000795474564561,0.00079239046749,0.000789138938237,0.00078571925138,0.000782130681499,0.000778372503171,0.000774443990975,0.000770344419488,0.00076607306329,0.000761629196958,0.00075701209507,0.000752221032205
7,corner,8.49587703778e-05,0.00012332766033,0.000160562713819,0.00019667800001,0.000231687588068,0.00026560554716,0.000298445946451,0.000330222855108,0.000360950342295,0.000390642477178,0.000419313328925,0.000446976966699,0.000473647459667,0.000499338876995,0.000524065287849,0.000547840761394,0.000570679366795,0.00059259517322,0.000613602249834,0.000633714665801,0.000652946490289,0.000671311792463,0.000688824641489,0.000705499106532,0.000721349256759,0.000736389161334,0.000750632889425,0.000764094510196,0.000776788092813,0.000788727706443,0.00079992742025,0.000810401303402,0.000820163425063,0.000829227854399,0.000837608660576,0.00084531991276,0.000852375680117,0.000858790031812,0.000864577037011,0.000869750764881,0.000874325284586,0.000878314665292,0.000881732976166,0.000884594286373,0.000886912665079,0.00088870218145,0.000889976904651,0.000890750903848,0.000891038248207,0.000890853006894,0.000890209249074,0.000889121043914,0.000887602460579,0.000885667568234,0.000883330436047,0.000880605133181,0.000877505728804,0.000874046292081,0.000870240892178,0.00086610359826,0.000861648479494,0.000856889605044,0.000851841044078,0.00084651686576,0.000840931139257,0.000835097933734,0.000829031318356,0.000822745362291,0.000816254134703,0.000809571704758,0.000802712141623,0.000795689514462,0.000788517892442,0.000781211344729,0.000773783940488,0.000766249748884,0.000758622839085,0.000750917280255,0.00074314714156,0.000735326492166,0.00072746940124,0.000719589937946,0.00071170217145,0.000703820170919,0.000695958005517,0.000688129744412,0.000680349456768,0.000672631211751,0.000664989078527,0.000657437126263,0.000649989424123,0.000642660041273,0.00063546304688,0.000628412510108,0.000621522500125,0.000614807086095,0.000608280337184,0.000601956322558,0.000595849111384,0.000589972772826,0.00058434137605
8,plodding,0.000382004846978,0.000464930590206,0.000545428748399,0.000623523802092,0.000699240231817,0.000772602518108,0.000843635141498,0.00091236258252,0.000978809321707,0.00104299983959,0.00110495861671,0.0011647101336,0.00122227887078,0.0012776893088,0.00133096592818,0.00138213320946,0.00143121563317,0.00147823767985,0.00152322383002,0.00156619856423,0.001607186363,0.00164621170687,0.00168329907638,0.00171847295205,0.00175175781441,0.00178317814401,0.00181275842138,0.00184052312704,0.00186649674154,0.0018907037454,0.00191316861915,0.00193391584334,0.0019529698985,0.00197035526515,0.00198609642384,0.00200021785508,0.00201274403943,0.00202369945741,0.00203310858956,0.0020409959164,0.00204738591847,0.00205230307631,0.00205577187045,0.00205781678141,0.00205846228975,0.00205773287598,0.00205565302064,0.00205224720426,0.00204753990739,0.00204155561054,0.00203431879426,0.00202585393908,0.00201618552553,0.00200533803414,0.00199333594545,0.00198020374,0.0019659658983,0.00195064690091,0.00193427122834,0.00191686336114,0.00189844777984,0.00187904896496,0.00185869139706,0.00183739955664,0.00181519792426,0.00179211098045,0.00176816320573,0.00174337908064,0.00171778308572,0.00169139970149,0.00166425340849,0.00163636868726,0.00160777001833,0.00157848188222,0.00154852875948,0.00151793513064,0.00148672547623,0.00145492427678,0.00142255601283,0.0013896451649,0.00135621621355,0.00132229363929,0.00128790192265,0.00125306554419,0.00121780898442,0.00118215672388,0.0011461332431,0.00110976302262,0.00107307054297,0.00103608028469,0.000998816728296,0.000961304354337,0.000923567643341,0.000885631075842,0.000847519132373,0.000809256293467,0.000770867039657,0.000732375851478,0.000693807209462,0.000655185594142,0.000616535486052
9,whose,0.000139891569695,0.000136603156749,0.000134213859003,0.000132700164577,0.000132038561593,0.000132205538169,0.000133177582429,0.000134931182491,0.000137442826478,0.000140689002509,0.000144646198705,0.000149290903188,0.000154599604077,0.000160548789495,0.00016711494756,0.000174274566395,0.00018200413412,0.000190280138855,0.000199079068722,0.00020837741184,0.000218151656332,0.000228378290317,0.000239033801916,0.000250094679251,0.000261537410441,0.000273338483608,0.000285474386872,0.000297921608355,0.000310656636176,0.000323655958456,0.000336896063317,0.000350353438879,0.000364004573263,0.000377825954589,0.000391794070978,0.000405885410551,0.000420076461429,0.000434343711733,0.000448663649582,0.000463012763099,0.000477367540403,0.000491704469616,0.000506000038858,0.00052023073625,0.000534373049912,0.000548403467966,0.000562298478532,0.000576034569731,0.000589588229683,0.00060293594651,0.000616054208332,0.00062891950327,0.000641508319445,0.000653797144976,0.000665762467986,0.000677380776595,0.000688628558923,0.000699482303092,0.000709918497222,0.000719913629433,0.000729444187847,0.000738486660584,0.000747017535765,0.000755013301511,0.000762450445943,0.000769305457181,0.000775554823345,0.000781175032558,0.000786142572939,0.000790433932609,0.000794025599689,0.0007968940623,0.000799015808562,0.000800367326596,0.000800925104524,0.000800665630465,0.00079956539254,0.000797600878871,0.000794748577577,0.00079098497678,0.000786286564601,0.000780629829159,0.000773991258577,0.000766347340974,0.000757674564471,0.00074794941719,0.00073714838725,0.000725247962773,0.000712224631879,0.000698054882689,0.000682715203325,0.000666182081905,0.000648432006552,0.000629441465386,0.000609186946528,0.000587644938098,0.000564791928217,0.000540604405007,0.000515058856587,0.000488131771079,0.000459799636603
